t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
243.0,38.71,1.508,58.374,1620,2029.5825054,1581.0683663,0.78,254.4,50.7,27.4,35.2,23.33,6.7,142,14.3,16.87,3.36,15.68,4.54,20.9,0.07,120,24,111,32,NONE,,25.3,62,40.3,733,757,13903,579.3,9.65,12,159.8,0,10486,3417,0,75.4,24.6,0.78,"W001° 15' 5.694""","N51° 45' 55.4106""",60,63,2.2,0,0.77,0.78,1.55,0.5,0.26,1.766,1,0,0,,64,00:04:03,52.2,0.64,1256,1000,85,76,0,8,False,25,1.96,38,35
245.0,35.5,1.716,60.923,1761,2162.0257047,1720.4419868,0.8,287.8,60.1,27.0,34.0,24.85,7.1,141,15.3,16.77,3.5,15.56,4.72,20.9,0.07,119,25,110,34,NONE,,25.3,62,40.3,733,757,14867,619.5,10.32,13,170.9,0,10364,4504,0,69.7,30.3,0.8,"W001° 15' 5.6664""","N51° 45' 55.3974""",60,63,2.3,0,0.81,0.88,1.69,0.48,0.26,1.785,2,0,0,0.75,64,00:04:05,50.1,0.65,1259,1000,101,76,51,8,False,25,2.12,39,36
247.0,36.59,1.612,58.976,1599,2124.252416,1684.7788187,0.79,269.4,57.1,26.6,33.5,24.42,7.0,141,15.1,16.71,3.54,15.46,4.83,20.9,0.07,119,25,110,34,NONE,,25.3,61,40.3,733,757,14598,608.3,10.14,13,167.8,0,10308,4291,0,70.6,29.4,0.79,"W001° 15' 5.6334""","N51° 45' 55.3692""",60,63,2.1,0,0.74,0.9,1.64,0.45,0.26,1.771,2,0,0,0.32,64,00:04:07,51.7,0.7,1260,1000,142,76,109,8,False,27,2.18,39,36
249.0,26.79,2.307,61.795,2439,2159.4213702,1800.248636,0.83,387.6,83.3,27.7,33.3,24.82,7.1,139,15.5,16.8,3.61,15.66,4.87,20.9,0.07,119,26,111,35,NONE,,25.3,61,40.3,733,757,14979,624.1,10.4,13,172.2,0,8503,6476,0,56.8,43.2,0.83,"W001° 15' 5.607""","N51° 45' 55.347""",60,63,1.6,0,1.16,1.08,2.24,0.52,0.27,1.791,2,0,0,,64,00:04:09,49.4,0.93,1270,1000,160,76,0,8,False,28,1.99,41,37
251.0,33.9,1.735,58.814,1764,2093.5827477,1714.8677113,0.82,290.4,62.7,27.0,32.9,24.06,6.9,138,15.2,16.74,3.61,15.47,4.93,20.9,0.07,119,26,110,35,NONE,,25.3,61,40.3,733,757,14474,603.1,10.05,14,166.4,0,8936,5538,0,61.7,38.3,0.82,"W001° 15' 5.6124""","N51° 45' 55.3416""",60,63,0.8,0,0.82,0.95,1.77,0.46,0.27,1.769,2,0,0,,64,00:04:11,51.8,1.8,1272,1000,0,76,0,8,False,29,2.12,42,37
252.0,34.48,1.616,55.724,1672,2064.8299421,1681.5349873,0.81,267.8,60.4,25.8,31.7,23.73,6.8,138,15.0,16.57,3.74,15.37,5.0,20.9,0.07,118,27,109,36,NONE,,25.2,62,40.3,733,757,14260,594.2,9.9,14,163.9,0,9034,5225,0,63.4,36.6,0.81,"W001° 15' 5.616""","N51° 45' 55.335""",60,63,0.2,0,0.85,0.89,1.74,0.49,0.25,1.746,1,0,0,,64,00:04:12,54.4,7.12,1273,1000,0,76,0,8,False,29,1.9,42,37
254.0,33.9,1.649,55.898,1696,2083.47415,1716.5552425,0.82,272.7,62.7,25.7,31.2,23.95,6.8,137,15.2,16.54,3.8,15.34,5.12,20.9,0.07,117,27,109,36,NONE,,25.2,62,40.3,732,757,14420,600.8,10.01,14,165.7,0,8667,5753,0,60.1,39.9,0.82,"W001° 15' 5.6196""","N51° 45' 55.3392""",61,63,0.4,0,0.76,1.01,1.77,0.43,0.25,1.747,2,0,0,,64,00:04:14,54.2,3.59,1267,1000,0,76,0,8,False,29,2.17,43,38
256.0,38.71,1.553,60.116,1616,2225.8604442,1783.936411,0.8,257.6,57.1,25.8,32.2,25.58,7.3,136,16.4,16.59,3.68,15.36,4.87,20.9,0.07,118,26,109,35,NONE,,25.2,62,40.3,733,757,15326,638.6,10.64,15,176.2,0,10385,4941,0,67.8,32.2,0.8,"W001° 15' 5.6184""","N51° 45' 55.3374""",61,63,0.4,0,0.72,0.83,1.55,0.46,0.24,1.779,2,0,0,,64,00:04:16,50.8,3.84,1263,1000,0,77,0,8,False,28,2.16,44,37
257.0,42.86,1.226,52.543,1303,1895.9317905,1503.5798059,0.79,204.8,43.5,26.1,32.9,21.79,6.2,135,14.0,16.7,3.55,15.32,4.83,20.9,0.07,119,25,109,34,NONE,,25.2,62,40.3,733,757,13029,542.9,9.05,15,149.8,0,9202,3827,0,70.6,29.4,0.79,"W001° 15' 5.622""","N51° 45' 55.3344""",61,63,0.4,0,0.65,0.75,1.4,0.46,0.25,1.721,1,0,0,,64,00:04:17,57.0,3.27,1256,1000,0,76,0,8,False,28,1.89,45,36
260.0,24.69,1.92,47.407,1998,1994.3948699,1646.6944467,0.83,306.7,82.4,22.9,27.7,22.92,6.5,134,14.9,15.97,4.29,14.97,5.4,20.9,0.07,113,30,106,38,NONE,,25.2,62,40.3,733,757,13809,575.4,9.59,15,158.7,0,8216,5592,0,59.5,40.5,0.83,"W001° 15' 5.6394""","N51° 45' 55.32""",62,63,0.3,0,1.51,0.92,2.43,0.62,0.2,1.676,3,0,0,,64,00:04:20,61.2,4.58,1264,1000,0,77,0,7,False,27,1.27,46,40
261.0,34.09,1.758,59.932,1794,2251.1439134,1858.8079532,0.83,290.1,67.5,25.6,31.0,25.88,7.4,133,16.9,16.5,3.84,15.38,5.12,20.9,0.07,117,27,109,36,NONE,,25.1,62,40.3,733,757,15587,649.4,10.82,15,179.2,0,9271,6315,0,59.5,40.5,0.83,"W001° 15' 5.6568""","N51° 45' 55.3098""",63,63,0.3,0,0.85,0.91,1.76,0.48,0.25,1.778,1,0,0,,64,00:04:21,50.9,5.18,1268,1000,0,77,0,7,False,27,2.07,47,38
263.0,38.46,1.403,53.962,1515,1909.267127,1576.5036005,0.83,235.1,50.8,26.9,32.5,21.95,6.3,132,14.5,16.76,3.62,15.51,4.9,20.9,0.07,119,26,110,35,NONE,,25.1,62,40.3,733,757,13220,550.8,9.18,16,151.9,0,7864,5356,0,59.5,40.5,0.83,"W001° 15' 5.667""","N51° 45' 55.3032""",63,64,0.3,0,0.76,0.8,1.56,0.49,0.25,1.732,2,0,0,,64,00:04:23,55.8,4.39,1272,1000,0,77,0,7,False,26,1.85,48,37
264.0,40.54,1.36,55.135,1428,1912.0924111,1612.7189196,0.84,228.8,49.3,27.4,32.4,21.98,6.3,130,14.7,16.82,3.62,15.63,4.82,20.9,0.07,119,26,111,34,NONE,,25.1,62,40.3,733,757,13293,553.9,9.23,16,152.8,0,7103,6190,0,53.4,46.6,0.84,"W001° 15' 5.682""","N51° 45' 55.299""",63,64,0.3,0,0.65,0.83,1.48,0.44,0.24,1.741,1,0,0,,64,00:04:24,54.9,4.4,1258,1000,0,76,0,7,False,31,2.09,50,36
266.0,46.15,1.196,55.2,1222,1897.5803756,1570.730349,0.83,201.8,42.2,27.4,33.1,21.81,6.2,128,14.8,16.87,3.53,15.6,4.83,20.9,0.07,120,25,111,34,NONE,,25.1,62,40.3,732,757,13145,547.7,9.13,16,151.1,0,7727,5417,0,58.8,41.2,0.83,"W001° 15' 5.6778""","N51° 45' 55.3002""",63,64,0.3,0,0.56,0.74,1.3,0.43,0.25,1.742,2,0,0,,64,00:04:26,54.8,4.36,1248,1000,0,76,0,7,False,30,2.14,52,36
267.0,37.97,1.155,43.861,1228,1577.9127304,1308.8945487,0.83,192.7,42.7,26.1,31.5,18.14,5.2,125,12.6,16.68,3.7,15.44,4.96,20.9,0.07,118,26,110,35,NONE,,25.1,62,40.3,733,757,10935,455.6,7.59,16,125.7,0,6363,4572,0,58.2,41.8,0.83,"W001° 15' 5.682""","N51° 45' 55.29""",63,64,0.1,0,0.85,0.73,1.58,0.54,0.23,1.642,1,0,0,,64,00:04:27,64.1,>.88,1248,1000,0,77,0,7,False,30,1.36,55,37
269.0,36.14,1.382,49.952,1447,1734.2023893,1496.8952057,0.86,232.2,51.3,27.3,31.7,19.93,5.7,123,14.1,16.8,3.71,15.59,5.07,20.9,0.07,119,26,111,36,NONE,,25.1,62,40.3,733,757,12110,504.6,8.41,17,139.2,0,5656,6454,0,46.7,53.3,0.86,"W001° 15' 5.6814""","N51° 45' 55.2852""",63,63,0.2,0,0.69,0.97,1.66,0.42,0.25,1.699,2,0,0,,64,00:04:29,59.1,5.98,1252,1000,0,76,0,7,False,32,2.0,57,38
270.0,39.22,1.353,53.059,1371,1871.7696593,1605.3688689,0.86,226.5,50.7,26.9,31.3,21.51,6.1,121,15.5,16.74,3.75,15.59,5.0,20.9,0.07,119,27,111,36,NONE,,25.0,62,40.3,733,757,13055,543.9,9.07,17,150.1,0,6341,6713,0,48.6,51.4,0.86,"W001° 15' 5.6814""","N51° 45' 55.2828""",64,63,0.3,0,0.72,0.81,1.53,0.47,0.24,1.725,1,0,0,,64,00:04:30,56.6,4.3,1258,1000,0,77,0,7,False,25,1.88,59,37
273.0,29.7,1.346,39.98,1518,1334.4615635,1243.0315521,0.93,227.5,51.8,28.4,30.5,15.34,4.4,114,11.7,16.9,3.85,15.73,5.06,20.9,0.07,120,27,112,36,NONE,,25.0,62,40.3,733,757,9463,394.3,6.57,17,108.8,0,2213,7250,0,23.4,76.6,0.93,"W001° 15' 5.6622""","N51° 45' 55.2762""",65,63,1.0,0,0.81,1.21,2.02,0.4,0.23,1.602,3,0,0,,64,00:04:33,67.3,0.92,1265,1000,0,77,0,7,False,26,1.66,66,38
274.0,36.36,1.394,50.691,1434,1671.7816526,1496.7834715,0.9,236.7,51.0,28.8,32.2,19.22,5.5,109,15.3,16.98,3.66,15.82,4.95,20.9,0.07,121,26,112,35,NONE,,25.0,62,40.3,732,757,11760,490.0,8.17,17,135.2,0,4201,7558,0,35.7,64.3,0.9,"W001° 15' 5.6592""","N51° 45' 55.278""",65,63,1.0,0,0.78,0.87,1.65,0.47,0.25,1.705,1,0,0,,64,00:04:34,58.5,1.15,1264,1000,0,77,0,8,False,26,1.79,71,37
276.0,36.59,1.276,46.683,1247,1598.741207,1466.2789491,0.92,214.5,49.6,27.6,30.1,18.38,5.3,110,14.5,16.81,3.89,15.71,5.14,20.9,0.07,119,28,112,36,NONE,,25.0,62,40.3,733,757,11301,470.9,7.85,17,129.9,0,3196,8105,0,28.3,71.7,0.92,"W001° 15' 5.6424""","N51° 45' 55.2858""",65,63,0.7,0,0.7,0.94,1.64,0.43,0.23,1.669,2,0,0,,64,00:04:36,61.8,1.58,1267,1000,0,77,0,8,False,26,1.82,70,38
279.0,21.05,1.567,32.989,1686,1282.8872733,1171.09208,0.91,254.8,68.7,24.6,26.9,14.75,4.2,114,11.3,16.26,4.38,15.35,5.47,20.9,0.07,115,31,109,39,NONE,,24.9,62,40.3,733,757,9060,377.5,6.29,18,104.1,0,2695,6365,0,29.7,70.3,0.91,"W001° 15' 5.5974""","N51° 45' 55.2576""",65,63,1.4,0,1.09,1.76,2.85,0.38,0.19,1.518,3,0,0,,64,00:04:39,73.0,0.63,1274,1000,0,77,0,8,False,26,1.44,66,40
280.0,33.15,1.456,48.265,1441,1628.7769981,1510.619842,0.93,245.5,56.4,28.2,30.4,18.72,5.3,114,14.3,16.86,3.87,15.83,5.09,20.9,0.07,120,28,112,36,NONE,,24.9,62,40.3,733,757,11540,480.8,8.01,18,132.6,0,2857,8683,0,24.8,75.2,0.93,"W001° 15' 5.5938""","N51° 45' 55.2486""",65,63,1.3,0,0.81,1.0,1.81,0.45,0.23,1.684,1,0,0,,64,00:04:40,60.5,0.86,1277,1000,0,77,0,8,False,25,1.8,66,38
283.0,21.51,1.546,33.247,1623,1239.2524968,1178.8779017,0.95,253.8,67.7,25.6,26.9,14.24,4.1,112,11.1,16.42,4.38,15.38,5.54,20.9,0.07,117,31,109,39,NONE,,24.9,62,40.3,733,757,8827,367.8,6.13,18,101.5,0,1468,7359,0,16.6,83.4,0.95,"W001° 15' 5.5908""","N51° 45' 55.2402""",65,63,0.6,0,1.06,1.73,2.79,0.38,0.19,1.522,3,0,0,,64,00:04:43,72.8,1.42,1278,1000,0,77,0,8,False,25,1.46,68,41
285.0,30.93,1.415,43.763,1329,1442.82331,1387.2559755,0.96,239.5,55.5,28.8,30.0,16.58,4.7,112,12.9,16.93,3.92,15.91,5.12,20.9,0.07,120,28,113,36,NONE,,24.9,62,40.3,733,757,10300,429.2,7.15,19,118.4,0,1354,8946,0,13.1,86.9,0.96,"W001° 15' 5.5758""","N51° 45' 55.2336""",65,63,0.2,0,0.85,1.09,1.94,0.44,0.22,1.641,2,0,0,,64,00:04:45,64.2,4.98,1278,1000,0,77,0,8,False,25,1.66,68,38
287.0,33.15,1.282,42.497,1268,1296.6125599,1271.2290671,0.98,220.6,47.5,31.0,31.6,14.9,4.3,0,0.0,17.21,3.71,16.25,4.87,20.9,0.07,122,26,115,35,NONE,,24.9,62,40.3,733,757,9295,387.3,6.46,19,106.8,0,621,8674,0,6.7,93.3,0.98,"W001° 15' 5.5662""","N51° 45' 55.2306""",65,63,0.1,0,0.77,1.04,1.81,0.43,0.23,1.628,2,0,0,,64,00:04:47,65.2,8.94,1278,1000,0,77,0,8,False,25,1.66,180,37
289.0,30.93,1.204,37.237,1235,1026.955189,1037.2989895,1.01,211.2,41.6,34.2,33.8,11.8,3.4,0,0.0,17.54,3.46,16.53,4.65,20.9,0.07,125,25,117,33,NONE,,24.9,62,40.3,733,757,7410,308.8,5.15,19,85.2,0,0,7410,0,0.0,100.0,1.01,"W001° 15' 5.553""","N51° 45' 55.2246""",65,63,0.1,0,0.83,1.11,1.94,0.43,0.25,1.571,2,0,0,,64,00:04:49,69.5,7.08,1273,1000,0,77,0,8,False,25,1.45,180,35
291.0,28.3,1.17,33.113,1235,891.9730974,928.8392469,1.04,205.9,40.7,34.9,33.5,10.25,2.9,0,0.0,17.6,3.48,16.64,4.64,20.9,0.07,125,25,118,33,NONE,,24.9,62,40.3,733,757,6481,270.0,4.5,19,74.5,0,0,6481,0,0.0,100.0,1.04,"W001° 15' 5.5398""","N51° 45' 55.2246""",65,63,0.1,0,0.88,1.24,2.12,0.42,0.24,1.52,2,0,0,,64,00:04:51,72.9,6.15,1275,1000,0,77,0,8,False,25,1.33,180,35
293.0,28.57,1.006,28.743,1062,752.9675569,789.9111125,1.05,177.9,34.3,35.5,33.9,8.65,2.5,0,0.0,17.68,3.41,16.64,4.7,20.9,0.07,126,24,118,33,NONE,,24.9,62,40.3,733,757,5480,228.3,3.81,19,63.0,0,0,5480,0,0.0,100.0,1.05,"W001° 15' 5.526""","N51° 45' 55.2234""",65,63,0.1,0,0.82,1.28,2.1,0.39,0.25,1.459,2,0,0,,64,00:04:53,76.5,5.19,1278,1000,0,77,0,8,False,25,1.23,180,36
295.0,27.52,0.995,27.385,981,747.3679046,786.0135699,1.05,174.6,35.4,34.1,32.4,8.59,2.5,0,0.0,17.55,3.56,16.46,4.87,20.9,0.07,125,25,117,35,NONE,,24.8,61,40.3,733,757,5442,226.8,3.78,19,62.6,0,0,5442,0,0.0,100.0,1.05,"W001° 15' 5.5188""","N51° 45' 55.2204""",65,63,0.1,0,0.92,1.26,2.18,0.42,0.24,1.438,2,0,0,,64,00:04:55,77.6,5.15,1278,1000,0,77,0,8,False,25,1.08,180,37
297.0,31.25,0.97,30.312,906,849.8309592,872.3154548,1.03,169.5,34.6,33.1,32.2,9.77,2.8,0,0.0,17.47,3.57,16.33,4.84,20.9,0.07,124,25,116,34,NONE,,24.8,61,40.3,733,757,6154,256.4,4.27,19,70.7,0,0,6154,0,0.0,100.0,1.03,"W001° 15' 5.5098""","N51° 45' 55.2162""",65,63,0.1,0,0.91,1.01,1.92,0.47,0.23,1.482,2,0,0,,64,00:04:57,75.2,5.86,1278,1000,0,77,0,8,False,25,1.07,180,36
299.0,32.09,1.091,35.005,1072,904.8546284,948.8644305,1.05,193.4,36.7,36.2,34.5,10.4,3.0,0,0.0,17.73,3.36,16.79,4.54,20.9,0.07,126,24,119,32,NONE,,24.8,61,40.3,733,757,6585,274.4,4.57,20,75.7,0,0,6585,0,0.0,100.0,1.05,"W001° 15' 5.5116""","N51° 45' 55.2138""",65,63,0.2,0,0.83,1.04,1.87,0.44,0.24,1.544,2,0,0,,64,00:04:59,71.3,3.12,1277,1000,0,77,0,8,False,26,1.31,180,35
301.0,36.36,0.952,34.618,1045,812.5454298,871.8247479,1.07,171.4,29.8,39.5,36.8,9.34,2.7,0,0.0,18.0,3.13,17.07,4.27,20.9,0.07,128,22,121,30,NONE,,24.8,61,40.3,733,757,5944,247.7,4.13,20,68.3,0,0,5944,0,0.0,100.0,1.07,"W001° 15' 5.5032""","N51° 45' 55.2096""",66,63,0.2,0,0.79,0.86,1.65,0.48,0.25,1.539,2,0,0,,64,00:05:01,71.7,2.8,1269,1000,0,77,0,8,False,27,1.21,180,33
303.0,34.29,1.01,34.629,929,814.8390578,897.0561703,1.1,181.6,32.5,39.6,35.9,9.37,2.7,84,9.7,17.98,3.22,17.02,4.44,20.9,0.07,128,23,121,32,NONE,,24.8,61,40.3,733,757,5997,249.9,4.16,20,68.9,0,0,5997,0,0.0,100.0,1.1,"W001° 15' 5.4804""","N51° 45' 55.2""",66,63,0.4,0,0.74,1.01,1.75,0.42,0.26,1.539,2,0,0,,64,00:05:03,71.6,1.4,1267,1000,0,77,0,8,False,26,1.36,96,34
304.0,36.14,0.983,35.53,997,828.466423,898.6529562,1.08,177.1,30.9,39.8,36.7,9.52,2.7,83,10.0,18.02,3.14,17.03,4.39,20.9,0.07,128,22,121,31,NONE,,24.8,61,40.3,732,757,6076,253.2,4.22,20,69.8,0,0,6076,0,0.0,100.0,1.08,"W001° 15' 5.4696""","N51° 45' 55.1868""",66,63,1.0,0,0.77,0.89,1.66,0.46,0.26,1.551,1,0,0,,64,00:05:04,70.9,0.57,1263,1000,0,77,0,8,False,25,1.28,97,34
306.0,31.75,0.729,23.143,726,612.7790236,663.3110591,1.08,128.5,25.9,34.1,31.5,7.04,2.0,82,7.5,17.63,3.55,16.61,4.71,20.9,0.07,125,25,118,33,NONE,,24.8,62,40.3,732,757,4492,187.2,3.12,20,51.6,0,0,4492,0,0.0,100.0,1.08,"W001° 15' 5.4678""","N51° 45' 55.1772""",66,63,1.4,0,0.63,1.26,1.89,0.33,0.2,1.364,2,0,0,,64,00:05:06,81.0,0.3,1267,1000,174,77,0,8,False,25,1.16,98,36
308.0,36.14,0.978,35.349,951,958.5758992,1011.7699826,1.06,171.8,34.7,34.2,32.4,11.02,3.1,81,11.8,17.57,3.55,16.49,4.88,20.9,0.07,125,25,117,35,NONE,,24.8,62,40.3,733,757,6986,291.1,4.85,20,80.3,0,0,6986,0,0.0,100.0,1.06,"W001° 15' 5.4564""","N51° 45' 55.167""",66,63,1.3,0,0.82,0.84,1.66,0.49,0.24,1.548,2,0,0,,64,00:05:08,71.1,0.51,1266,1000,0,77,0,8,False,25,1.19,99,37
309.0,37.27,0.938,34.957,981,969.8244071,1016.4439577,1.05,164.1,33.8,33.4,31.8,11.15,3.2,85,11.4,17.49,3.6,16.34,4.94,20.9,0.07,124,26,116,35,NONE,,24.8,62,40.3,733,757,7057,294.0,4.9,20,81.1,0,0,7057,0,0.0,100.0,1.05,"W001° 15' 5.4378""","N51° 45' 55.1436""",66,63,1.4,0,0.74,0.87,1.61,0.46,0.24,1.544,1,0,0,,64,00:05:09,71.4,0.48,1265,1000,165,77,0,8,False,25,1.27,95,37
311.0,37.27,0.847,31.565,1055,806.0354985,855.8641691,1.06,150.4,28.5,35.9,33.8,9.26,2.6,87,9.3,17.76,3.36,16.64,4.59,20.9,0.07,126,24,118,33,NONE,,24.8,62,40.3,733,757,5882,245.1,4.08,20,67.6,0,0,5882,0,0.0,100.0,1.06,"W001° 15' 5.4174""","N51° 45' 55.1262""",66,63,1.8,0,0.83,0.78,1.61,0.52,0.23,1.499,2,0,0,,64,00:05:11,74.2,0.31,1260,1000,150,77,0,8,False,26,1.02,93,35
313.0,28.99,0.906,26.261,692,756.775786,805.4217861,1.06,157.2,34.4,32.0,30.1,8.7,2.5,90,8.4,17.35,3.8,16.08,5.32,20.9,0.07,123,27,114,38,NONE,,24.8,62,40.3,733,757,5526,230.2,3.84,21,63.5,0,0,5526,0,0.0,100.0,1.06,"W001° 15' 5.391""","N51° 45' 55.0776""",66,63,2.7,0,0.54,1.53,2.07,0.26,0.24,1.419,2,0,0,0.38,64,00:05:13,78.5,0.19,1266,1000,158,77,117,8,False,26,1.68,90,39
315.0,38.96,0.884,34.442,958,985.8556498,986.8779681,1.0,154.0,31.4,32.2,32.1,11.33,3.2,85,11.6,17.42,3.55,16.18,4.91,20.9,0.07,124,25,115,35,NONE,,24.8,62,40.3,733,757,7100,295.8,4.93,21,81.6,0,0,7100,0,0.0,100.0,1.0,"W001° 15' 5.352""","N51° 45' 55.0356""",66,63,2.9,0,0.56,0.98,1.54,0.36,0.24,1.537,2,0,0,0.41,64,00:05:15,71.8,0.23,1265,1000,158,77,117,8,False,26,1.58,95,37
316.0,34.48,0.967,33.345,995,964.3854305,993.8312669,1.03,167.9,35.7,32.1,31.1,11.08,3.2,85,11.3,17.36,3.69,16.19,4.96,20.9,0.07,123,26,115,35,NONE,,24.8,62,40.3,733,757,6990,291.3,4.85,21,80.3,0,0,6990,0,0.0,100.0,1.03,"W001° 15' 5.3544""","N51° 45' 55.0206""",64,63,2.3,0,0.79,0.95,1.74,0.45,0.22,1.523,1,0,0,0.53,64,00:05:16,72.7,0.29,1267,1000,0,77,73,8,False,28,1.22,95,37
318.0,47.62,1.147,54.619,1087,1524.6842608,1508.52505,0.99,200.9,39.3,33.6,34.0,17.53,5.0,86,17.7,17.52,3.43,16.44,4.59,20.9,0.07,124,24,117,33,NONE,,24.8,62,40.3,733,757,10952,456.3,7.61,21,125.9,0,396,10556,0,3.6,96.4,0.99,"W001° 15' 5.3526""","N51° 45' 55.0212""",63,63,1.7,0,0.57,0.69,1.26,0.45,0.24,1.737,2,0,0,0.71,64,00:05:18,55.3,0.62,1251,1000,0,77,40,8,False,28,2.01,94,35
