t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
903.0,53.57,1.911,102.375,1852,2341.389876,3097.967819,1.32,342.7,71.6,42.1,31.8,26.91,7.7,145,16.1,17.93,3.75,17.01,4.94,20.9,0.07,127,27,121,35,NONE,,26.5,63,40.5,732,757,18056,752.4,12.54,75,207.5,0,0,18056,0,0.0,100.0,1.32,"W001° 15' 5.6154""","N51° 45' 55.47""",61,63,0.8,0,0.52,0.6,1.12,0.46,0.25,2.01,1,0,0,,61,00:15:03,16.2,2.02,1256,1002,0,74,0,8,False,32,3.68,35,37
905.0,51.72,1.856,96.0,1822,2081.0867295,2775.6795764,1.33,335.6,66.5,44.4,33.3,23.92,6.8,145,14.4,18.08,3.58,17.2,4.81,20.9,0.07,128,25,122,34,NONE,,26.5,63,40.5,732,757,16084,670.2,11.17,75,184.9,0,0,16084,0,0.0,100.0,1.33,"W001° 15' 5.6232""","N51° 45' 55.4646""",61,63,0.5,0,0.52,0.64,1.16,0.45,0.26,1.982,2,0,0,,61,00:15:05,21.4,2.87,1238,1002,0,73,0,8,False,28,3.57,35,36
906.0,52.17,1.739,90.73,1746,1815.9149237,2464.1175939,1.36,318.0,58.6,48.0,35.3,20.87,6.0,146,12.4,18.29,3.37,17.43,4.54,20.9,0.07,130,24,124,32,NONE,,26.5,62,40.5,732,757,14101,587.6,9.79,75,162.1,0,0,14101,0,0.0,100.0,1.36,"W001° 15' 5.6334""","N51° 45' 55.4586""",62,63,0.5,0,0.54,0.61,1.15,0.47,0.27,1.958,1,0,0,,61,00:15:06,25.7,2.5,1220,1002,0,73,0,8,False,27,3.22,34,35
907.0,50.0,1.813,90.65,1764,1711.7074906,2384.0375115,1.39,333.9,59.2,50.9,36.6,19.67,5.6,145,11.8,18.42,3.27,17.62,4.45,20.9,0.07,131,23,125,32,NONE,,26.6,62,40.5,732,757,13389,557.9,9.3,75,153.9,0,0,13389,0,0.0,100.0,1.39,"W001° 15' 5.6376""","N51° 45' 55.4586""",62,62,0.5,0,0.55,0.65,1.2,0.46,0.28,1.957,1,0,0,,61,00:15:07,25.8,2.36,1223,1002,0,73,0,8,False,26,3.3,35,34
908.0,50.42,1.784,89.95,1763,1639.207224,2363.455334,1.44,329.7,58.2,52.7,36.6,18.84,5.4,145,11.3,18.48,3.26,17.74,4.35,20.9,0.07,131,23,126,31,NONE,,26.6,61,40.5,733,757,12950,539.6,8.99,75,148.8,0,0,12950,0,0.0,100.0,1.44,"W001° 15' 5.6382""","N51° 45' 55.4508""",63,62,0.3,0,0.55,0.64,1.19,0.46,0.27,1.954,1,0,0,,60,00:15:08,26.3,3.77,1224,1002,0,73,0,8,False,27,3.24,35,33
910.0,28.71,1.664,47.77,1761,1072.3141876,1579.2645135,1.47,297.9,68.0,42.7,29.0,12.33,3.5,143,7.5,17.9,4.09,17.2,5.1,20.9,0.07,127,29,122,36,NONE,,26.6,61,40.5,732,757,8524,355.2,5.92,76,98.0,0,0,8524,0,0.0,100.0,1.47,"W001° 15' 5.643""","N51° 45' 55.4352""",64,62,0.5,0,0.68,1.41,2.09,0.33,0.2,1.679,2,0,0,,60,00:15:10,60.9,1.48,1244,1002,0,73,0,8,False,29,2.45,37,38
911.0,50.0,1.813,90.65,1733,1720.8215533,2585.7828534,1.5,332.7,64.1,50.6,33.7,19.78,5.7,143,12.0,18.35,3.54,17.57,4.65,20.9,0.07,130,25,125,33,NONE,,26.6,62,40.5,732,757,13760,573.3,9.56,76,158.2,0,0,13760,0,0.0,100.0,1.5,"W001° 15' 5.643""","N51° 45' 55.4334""",64,62,0.5,0,0.55,0.65,1.2,0.46,0.25,1.957,1,0,0,,60,00:15:11,25.8,2.37,1244,1002,0,73,0,8,False,28,3.3,37,35
913.0,52.63,1.682,88.526,1716,1559.2512869,2374.9666608,1.52,311.6,56.0,54.4,35.7,17.92,5.1,143,10.9,18.53,3.33,17.72,4.47,20.9,0.07,132,24,126,32,NONE,,26.6,62,40.5,732,757,12519,521.6,8.69,76,143.9,0,0,12519,0,0.0,100.0,1.52,"W001° 15' 5.6412""","N51° 45' 55.4322""",64,63,0.4,0,0.54,0.6,1.14,0.47,0.26,1.947,2,0,0,,60,00:15:13,27.5,2.69,1242,1002,0,73,0,8,False,28,3.11,37,34
915.0,21.58,2.16,46.619,1899,928.8447316,1518.7166917,1.64,392.2,87.0,48.6,29.7,10.68,3.1,143,6.5,18.16,4.03,16.96,5.69,20.9,0.07,129,29,120,40,NONE,,26.7,60,40.5,733,757,7622,317.6,5.29,76,87.6,0,0,7622,0,0.0,100.0,1.64,"W001° 15' 5.6292""","N51° 45' 55.4454""",63,63,0.3,0,0.55,2.23,2.78,0.2,0.28,1.669,2,0,0,,60,00:15:15,61.8,2.14,1248,1002,0,73,0,8,False,29,3.93,37,42
918.0,25.1,1.816,45.59,1820,934.3869594,1509.0733982,1.62,328.5,74.3,46.9,29.0,10.74,3.1,141,6.6,18.09,4.09,17.1,5.66,20.9,0.07,128,29,121,40,NONE,,26.7,61,40.5,733,757,7638,318.2,5.3,77,87.8,0,0,7638,0,0.0,100.0,1.62,"W001° 15' 5.6214""","N51° 45' 55.4478""",63,63,0.1,0,0.53,1.86,2.39,0.22,0.26,1.659,3,0,0,,60,00:15:18,62.7,6.44,1270,1002,0,73,0,8,False,29,3.43,39,42
921.0,21.66,2.102,45.531,1821,1082.695072,1626.4892828,1.5,372.2,92.7,40.7,27.1,12.44,3.6,141,7.7,17.71,4.41,16.55,6.09,20.9,0.07,126,31,118,43,NONE,,26.8,61,40.5,733,757,8657,360.7,6.01,77,99.5,0,0,8657,0,0.0,100.0,1.5,"W001° 15' 5.6292""","N51° 45' 55.4352""",63,63,0.1,0,0.5,2.27,2.77,0.18,0.26,1.658,3,0,0,,60,00:15:21,62.7,7.47,1278,1002,0,73,0,8,False,29,4.2,39,44
923.0,23.81,1.98,47.143,1635,1092.4278514,1632.7375168,1.49,352.3,84.7,41.6,27.9,12.56,3.6,134,8.2,17.79,4.28,16.38,6.1,20.9,0.07,126,30,116,43,NONE,,26.8,61,40.5,733,757,8721,363.4,6.06,77,100.2,0,0,8721,0,0.0,100.0,1.49,"W001° 15' 5.6394""","N51° 45' 55.419""",64,62,0.1,0,0.49,2.03,2.52,0.19,0.28,1.673,2,0,0,,60,00:15:23,61.4,7.53,1278,1002,0,73,0,8,False,29,4.04,46,44
927.0,16.57,2.178,36.099,1881,891.1727019,1332.5258532,1.5,383.1,99.2,39.2,26.2,10.24,2.9,131,6.8,17.59,4.55,16.26,6.2,20.9,0.07,125,32,115,44,NONE,,26.8,61,40.5,733,757,7116,296.5,4.94,77,81.8,0,0,7116,0,0.0,100.0,1.5,"W001° 15' 5.6388""","N51° 45' 55.3986""",65,63,0.2,0,0.49,3.13,3.62,0.14,0.25,1.558,4,0,0,,60,00:15:27,70.4,3.07,1278,1002,0,73,0,8,False,29,4.44,49,45
929.0,29.13,1.915,55.777,1787,1295.6297958,1866.5331046,1.44,341.2,79.2,41.5,28.8,14.89,4.3,130,10.0,17.82,4.14,16.75,5.7,20.9,0.07,127,29,119,40,NONE,,26.8,61,40.5,733,757,10233,426.4,7.11,78,117.6,0,0,10233,0,0.0,100.0,1.44,"W001° 15' 5.6334""","N51° 45' 55.4094""",65,62,0.3,0,0.46,1.6,2.06,0.22,0.26,1.746,2,0,0,,60,00:15:29,54.3,2.98,1278,1002,0,73,0,9,False,29,4.16,50,42
932.0,20.69,2.316,47.917,1775,1124.3776105,1637.8532506,1.46,411.7,97.8,41.3,28.4,12.92,3.7,130,8.6,17.78,4.22,16.46,6.0,20.9,0.07,126,30,117,43,NONE,,26.8,62,40.5,733,757,8909,371.2,6.19,78,102.4,0,0,8909,0,0.0,100.0,1.46,"W001° 15' 5.637""","N51° 45' 55.3896""",66,63,0.2,0,0.5,2.4,2.9,0.17,0.29,1.68,3,0,0,,60,00:15:32,60.8,3.88,1278,1002,0,73,0,9,False,29,4.63,50,44
933.0,39.74,2.315,91.987,2547,1946.2409415,2667.9927978,1.37,419.7,83.2,45.8,33.4,22.37,6.4,120,16.2,18.13,3.59,17.44,4.48,20.9,0.07,129,26,124,32,NONE,,26.9,61,40.5,733,757,15156,631.5,10.53,78,174.2,0,0,15156,0,0.0,100.0,1.37,"W001° 15' 5.649""","N51° 45' 55.3758""",66,63,0.4,0,0.87,0.64,1.51,0.58,0.22,1.964,1,0,0,,60,00:15:33,24.7,3.36,1278,1002,0,72,0,10,False,30,2.66,60,34
935.0,27.91,1.754,48.949,1634,1078.5909386,1575.0841977,1.46,315.1,69.8,43.6,29.8,12.4,3.5,117,9.2,17.96,3.98,17.27,4.96,20.9,0.07,128,28,123,35,NONE,,26.9,61,40.5,732,757,8552,356.3,5.94,78,98.3,0,0,8552,0,0.0,100.0,1.46,"W001° 15' 5.6358""","N51° 45' 55.3572""",66,63,0.7,0,0.76,1.39,2.15,0.35,0.2,1.69,2,0,0,,60,00:15:35,59.9,1.06,1278,1002,0,72,0,10,False,32,2.31,63,37
937.0,48.78,1.796,87.61,1817,1550.4006605,2326.4520223,1.5,332.7,59.2,54.3,36.2,17.82,5.1,121,12.8,18.52,3.3,17.76,4.3,20.9,0.07,132,23,126,31,NONE,,26.9,61,40.5,732,757,12392,516.3,8.61,79,142.4,0,0,12392,0,0.0,100.0,1.5,"W001° 15' 5.6496""","N51° 45' 55.359""",66,62,0.9,0,0.63,0.6,1.23,0.51,0.25,1.943,2,0,0,,60,00:15:37,28.3,1.19,1255,1002,0,72,0,10,False,28,2.85,59,33
938.0,53.57,1.751,93.804,1749,1449.4358389,2225.648785,1.54,329.4,51.7,62.1,40.5,16.66,4.8,124,11.7,18.81,2.95,18.12,3.96,20.9,0.07,134,21,129,28,NONE,,26.9,61,40.5,732,757,11665,486.1,8.1,79,134.1,0,0,11665,0,0.0,100.0,1.54,"W001° 15' 5.6556""","N51° 45' 55.3566""",66,62,0.8,0,0.55,0.57,1.12,0.49,0.28,1.972,1,0,0,,60,00:15:38,23.2,1.25,1243,1002,0,72,0,10,False,29,3.18,56,31
939.0,50.42,1.856,93.58,1764,1395.426062,2203.7581848,1.58,350.2,54.4,64.5,40.9,16.04,4.6,127,11.0,18.87,2.93,18.24,3.87,20.9,0.07,134,21,130,27,NONE,,26.9,61,40.5,732,757,11327,472.0,7.87,79,130.2,0,0,11327,0,0.0,100.0,1.58,"W001° 15' 5.6592""","N51° 45' 55.356""",66,62,0.5,0,0.55,0.64,1.19,0.46,0.27,1.971,1,0,0,,60,00:15:39,23.4,1.92,1224,1002,0,72,0,10,False,29,3.37,53,30
940.0,51.72,1.695,87.672,1737,1193.6130623,1929.2293702,1.62,322.6,46.5,70.4,43.6,13.72,3.9,128,9.3,19.03,2.74,18.36,3.78,20.9,0.07,135,19,130,27,NONE,,26.9,61,40.5,733,757,9759,406.6,6.78,79,112.2,0,0,9759,0,0.0,100.0,1.62,"W001° 15' 5.6604""","N51° 45' 55.3554""",66,62,0.5,0,0.56,0.6,1.16,0.48,0.3,1.943,1,0,0,,60,00:15:40,28.2,1.65,1222,1002,0,72,0,10,False,28,3.03,52,30
942.0,35.09,1.115,39.123,1434,603.7318211,994.0910251,1.65,209.3,35.2,60.7,36.9,6.94,2.0,130,4.6,18.77,3.16,18.13,4.05,20.9,0.07,133,22,129,29,NONE,,26.9,61,40.5,733,757,4965,206.9,3.45,79,57.1,0,0,4965,0,0.0,100.0,1.65,"W001° 15' 5.6652""","N51° 45' 55.3554""",67,62,0.2,0,1.1,0.61,1.71,0.64,0.22,1.592,2,0,0,,60,00:15:42,68.0,2.08,1237,1002,0,72,0,10,False,29,1.01,50,31
944.0,28.85,1.848,53.308,1649,795.1290573,1401.0885917,1.76,347.4,60.3,64.5,36.6,9.14,2.6,130,6.1,18.8,3.26,17.89,4.59,20.9,0.07,133,23,127,33,NONE,,26.9,61,40.5,733,757,6685,278.5,4.64,79,76.8,0,0,6685,0,0.0,100.0,1.76,"W001° 15' 5.6532""","N51° 45' 55.3668""",66,63,0.2,0,0.45,1.63,2.08,0.22,0.3,1.727,2,0,0,,60,00:15:44,56.3,2.74,1256,1002,0,72,0,10,False,28,4.11,50,35
947.0,18.4,1.707,31.417,1699,583.2095795,1007.5432935,1.73,312.4,67.7,51.7,29.9,6.7,1.9,0,0.0,18.3,3.97,17.26,5.5,20.9,0.07,130,28,123,39,NONE,,26.9,61,40.5,733,757,4871,203.0,3.38,80,56.0,0,0,4871,0,0.0,100.0,1.73,"W001° 15' 5.6346""","N51° 45' 55.3854""",65,63,0.1,0,0.64,2.62,3.26,0.2,0.27,1.497,3,0,0,,60,00:15:47,74.3,4.02,1278,1002,0,72,0,10,False,28,2.67,180,41
949.0,25.21,1.709,43.084,1572,832.882439,1382.1033974,1.66,311.5,67.8,49.6,29.9,9.57,2.7,0,0.0,18.23,3.97,17.32,5.31,20.9,0.07,129,28,123,38,NONE,,26.9,61,40.5,733,757,6867,286.1,4.77,80,78.9,0,0,6867,0,0.0,100.0,1.66,"W001° 15' 5.6406""","N51° 45' 55.374""",66,63,0.2,0,0.44,1.94,2.38,0.18,0.24,1.634,2,0,0,,60,00:15:49,64.7,2.87,1278,1002,0,72,0,10,False,28,3.88,180,39
952.0,22.14,2.069,45.808,1648,957.121295,1522.6400092,1.59,373.4,85.0,46.2,29.1,11.0,3.1,0,0.0,18.05,4.11,17.09,5.59,20.9,0.07,128,29,121,40,NONE,,26.9,61,40.5,733,757,7787,324.5,5.41,80,89.5,0,0,7787,0,0.0,100.0,1.59,"W001° 15' 5.6436""","N51° 45' 55.3746""",66,63,0.2,0,0.45,2.26,2.71,0.17,0.26,1.661,3,0,0,,60,00:15:52,62.5,3.3,1278,1002,0,72,0,10,False,28,4.6,180,41
955.0,22.81,1.995,45.513,1714,974.0780415,1519.2140701,1.56,359.0,82.3,45.1,28.9,11.2,3.2,0,0.0,17.99,4.13,16.94,5.54,20.9,0.07,128,29,120,39,NONE,,26.9,62,40.5,733,757,7877,328.2,5.47,80,90.5,0,0,7877,0,0.0,100.0,1.56,"W001° 15' 5.6556""","N51° 45' 55.365""",67,63,0.2,0,0.52,2.11,2.63,0.2,0.25,1.658,3,0,0,,60,00:15:55,62.7,3.36,1278,1002,0,72,0,10,False,29,3.84,180,41
959.0,13.79,2.369,32.676,1618,727.7542947,1173.2757951,1.61,422.8,105.0,43.6,27.0,8.36,2.4,0,0.0,17.85,4.43,16.32,6.09,20.9,0.07,127,31,116,43,NONE,,26.9,62,40.5,733,757,5946,247.7,4.13,81,68.3,0,0,5946,0,0.0,100.0,1.61,"W001° 15' 5.6874""","N51° 45' 55.3416""",69,62,0.2,0,0.44,3.91,4.35,0.1,0.26,1.514,4,0,0,,60,00:15:59,73.2,2.51,1278,1002,0,72,0,10,False,29,5.38,180,44
961.0,26.67,1.656,44.16,1824,1043.0685974,1449.4838058,1.39,294.7,67.2,40.5,29.2,11.99,3.4,0,0.0,17.8,4.06,16.76,5.41,20.9,0.07,126,29,119,38,NONE,,26.9,62,40.5,733,757,8154,339.7,5.66,81,93.7,0,0,8154,0,0.0,100.0,1.39,"W001° 15' 5.7108""","N51° 45' 55.3284""",70,63,0.2,0,0.57,1.68,2.25,0.25,0.24,1.645,2,0,0,,60,00:16:01,63.8,3.6,1278,1002,0,72,0,10,False,28,2.91,180,40
963.0,31.58,2.762,87.221,2708,1757.71828,2418.9208989,1.38,504.3,95.0,48.4,35.1,20.2,5.8,120,14.6,18.26,3.44,17.63,4.44,20.9,0.07,130,24,125,32,NONE,,26.9,62,40.5,733,757,13703,571.0,9.52,81,157.5,0,0,13703,0,0.0,100.0,1.38,"W001° 15' 5.7168""","N51° 45' 55.3206""",71,63,0.5,0,1.02,0.88,1.9,0.54,0.25,1.941,2,0,0,,60,00:16:03,28.6,2.42,1278,1002,0,72,0,10,False,29,2.71,60,34
966.0,24.9,1.507,37.519,1591,763.6971083,1105.4198563,1.45,274.2,55.0,46.8,32.4,8.78,2.5,118,6.5,18.2,3.65,17.44,4.66,20.9,0.07,129,26,124,33,NONE,,26.9,62,40.5,732,757,6040,251.7,4.19,81,69.4,0,0,6040,0,0.0,100.0,1.45,"W001° 15' 5.7222""","N51° 45' 55.3158""",71,63,0.6,0,0.82,1.59,2.41,0.34,0.22,1.574,3,0,0,,60,00:16:06,69.3,0.88,1278,1002,0,72,0,10,False,29,1.84,62,35
967.0,46.15,1.729,79.8,1699,1353.6801516,1975.0037325,1.46,322.3,53.2,56.6,38.8,15.56,4.4,118,11.5,18.64,3.08,17.96,4.08,20.9,0.07,132,22,128,29,NONE,,26.9,62,40.5,732,757,10731,447.1,7.45,81,123.3,0,0,10731,0,0.0,100.0,1.46,"W001° 15' 5.736""","N51° 45' 55.3182""",71,62,0.7,0,0.63,0.67,1.3,0.48,0.27,1.902,1,0,0,,60,00:16:07,34.7,1.33,1267,1002,0,72,0,10,False,28,2.74,62,32
968.0,48.0,1.67,80.16,1560,1242.2685825,1862.0706567,1.5,314.3,48.3,61.8,41.2,14.28,4.1,118,10.5,18.82,2.89,18.16,3.89,20.9,0.07,134,21,129,28,NONE,,26.9,62,40.5,733,757,9926,413.6,6.89,81,114.1,0,0,9926,0,0.0,100.0,1.5,"W001° 15' 5.7582""","N51° 45' 55.308""",73,62,0.5,0,0.6,0.65,1.25,0.48,0.28,1.904,1,0,0,,60,00:16:08,34.4,1.71,1253,1002,0,73,0,10,False,28,2.78,62,30
970.0,47.24,1.715,81.024,1662,1161.4251843,1823.7832672,1.57,325.0,48.1,66.9,42.6,13.35,3.8,118,9.8,18.95,2.8,18.36,3.71,20.9,0.07,135,20,130,26,NONE,,26.9,61,40.5,733,757,9411,392.1,6.54,82,108.2,0,0,9411,0,0.0,100.0,1.57,"W001° 15' 5.7738""","N51° 45' 55.3008""",73,62,0.5,0,0.58,0.69,1.27,0.46,0.28,1.909,2,0,0,,60,00:16:10,33.7,1.6,1234,1002,0,72,0,10,False,29,2.96,62,29
971.0,46.88,1.6,75.0,1528,1055.8759809,1669.8881835,1.58,303.7,44.4,67.9,42.9,12.14,3.5,118,8.9,18.98,2.78,18.38,3.75,20.9,0.07,135,20,130,27,NONE,,26.9,61,40.5,733,757,8575,357.3,5.95,82,98.6,0,0,8575,0,0.0,100.0,1.58,"W001° 15' 5.7888""","N51° 45' 55.2936""",74,62,0.3,0,0.58,0.7,1.28,0.45,0.29,1.875,1,0,0,,60,00:16:11,38.6,2.43,1233,1002,0,72,0,10,False,29,2.76,62,29
973.0,27.65,1.187,32.82,1239,567.113012,889.1644883,1.57,220.2,39.9,54.5,34.7,6.52,1.9,118,4.8,18.55,3.36,17.8,4.43,20.9,0.07,132,24,126,31,NONE,,26.9,61,40.5,733,757,4593,191.4,3.19,82,52.8,0,0,4593,0,0.0,100.0,1.57,"W001° 15' 5.808""","N51° 45' 55.2744""",75,63,0.2,0,0.65,1.52,2.17,0.3,0.24,1.516,2,0,0,,60,00:16:13,73.1,1.96,1251,1002,0,72,0,9,False,27,1.83,62,34
974.0,55.56,1.417,78.722,1538,1109.8413554,1760.9177251,1.59,268.9,39.5,67.4,42.5,12.76,3.6,118,9.4,18.98,2.79,18.33,3.71,20.9,0.07,135,20,130,26,NONE,,26.9,61,40.5,733,757,9022,375.9,6.27,82,103.7,0,0,9022,0,0.0,100.0,1.59,"W001° 15' 5.8182""","N51° 45' 55.2672""",75,63,0.2,0,0.56,0.52,1.08,0.52,0.27,1.896,1,0,0,,60,00:16:14,35.5,3.83,1244,1002,0,72,0,9,False,27,2.53,62,29
980.0,10.27,2.413,24.791,1950,482.7475007,811.1039551,1.68,439.1,97.6,49.9,29.7,5.55,1.6,0,0.0,18.2,4.04,16.62,5.96,20.9,0.07,129,29,118,42,NONE,,26.9,61,40.5,733,757,3996,166.5,2.77,82,45.9,0,0,3996,0,0.0,100.0,1.68,"W001° 15' 5.8692""","N51° 45' 55.2234""",79,62,0.3,0,0.77,5.07,5.84,0.13,0.31,1.394,6,0,0,,60,00:16:20,79.7,1.11,1275,1002,0,72,0,9,False,26,3.13,180,44
984.0,15.67,2.222,34.809,1713,831.0024487,1197.1516779,1.44,394.0,94.4,40.6,28.2,9.55,2.7,0,0.0,17.73,4.25,16.39,5.88,20.9,0.07,126,30,116,42,NONE,,26.9,61,40.6,733,757,6563,273.5,4.56,83,75.4,0,0,6563,0,0.0,100.0,1.44,"W001° 15' 5.8962""","N51° 45' 55.194""",81,62,0.2,0,0.51,3.32,3.83,0.13,0.27,1.542,4,0,0,,60,00:16:24,71.5,2.87,1278,1002,0,72,0,10,False,27,4.36,180,43
986.0,24.1,1.586,38.217,1576,877.3654122,1221.499844,1.39,283.6,62.7,41.6,29.9,10.08,2.9,0,0.0,17.88,3.95,16.98,5.16,20.9,0.07,127,28,121,37,NONE,,27.0,61,40.5,733,757,6862,285.9,4.77,83,78.9,0,0,6862,0,0.0,100.0,1.39,"W001° 15' 5.9118""","N51° 45' 55.1766""",82,63,0.2,0,0.49,2.0,2.49,0.2,0.23,1.582,2,0,0,,60,00:16:26,68.7,3.03,1278,1002,0,72,0,10,False,26,3.24,180,38
990.0,15.38,2.159,33.215,1615,808.672518,1102.7487954,1.36,382.5,88.6,39.7,29.1,9.3,2.7,0,0.0,17.72,4.1,16.44,5.71,20.9,0.07,126,29,117,41,NONE,,27.0,59,40.5,733,757,6288,262.0,4.37,83,72.3,0,0,6288,0,0.0,100.0,1.36,"W001° 15' 5.9136""","N51° 45' 55.1682""",83,63,0.3,0,0.56,3.34,3.9,0.14,0.27,1.521,4,0,0,,60,00:16:30,72.8,1.86,1278,1002,0,72,0,9,False,31,3.86,180,42
992.0,38.22,1.481,56.599,1460,1293.5999858,1669.0190827,1.29,265.9,54.1,41.7,32.3,14.87,4.2,113,11.4,17.95,3.65,16.95,4.93,20.9,0.07,127,26,120,35,NONE,,27.0,59,40.5,733,757,9909,412.9,6.88,83,113.9,0,0,9909,0,0.0,100.0,1.29,"W001° 15' 5.9106""","N51° 45' 55.1604""",83,63,0.4,0,0.52,1.05,1.57,0.33,0.25,1.753,2,0,0,,60,00:16:32,53.7,2.23,1278,1002,0,72,0,10,False,30,2.85,67,37
993.0,40.0,1.703,68.12,1692,1383.4203706,1824.1149226,1.32,311.1,56.6,47.2,35.8,15.9,4.5,111,12.5,18.27,3.32,17.64,4.22,20.9,0.07,130,24,125,30,NONE,,27.0,59,40.5,732,757,10659,444.1,7.4,84,122.5,0,0,10659,0,0.0,100.0,1.32,"W001° 15' 5.9124""","N51° 45' 55.1562""",83,63,0.4,0,0.79,0.71,1.5,0.53,0.23,1.833,1,0,0,,60,00:16:33,44.2,2.39,1274,1002,0,72,0,10,False,27,2.16,69,32
995.0,44.78,1.515,67.836,1501,1197.1074346,1663.5486529,1.39,281.5,46.2,54.0,38.9,13.76,3.9,112,10.7,18.58,3.05,17.94,3.96,20.9,0.07,132,22,127,28,NONE,,27.0,59,40.5,732,757,9358,389.9,6.5,84,107.6,0,0,9358,0,0.0,100.0,1.39,"W001° 15' 5.9154""","N51° 45' 55.1562""",83,63,0.4,0,0.64,0.7,1.34,0.48,0.25,1.831,2,0,0,,60,00:16:35,44.5,2.06,1249,1002,0,72,0,10,False,29,2.37,68,31
996.0,44.44,1.487,66.089,1457,1037.4178948,1512.9730393,1.46,279.7,42.4,60.7,41.6,11.92,3.4,112,9.3,18.81,2.85,18.27,3.73,20.9,0.07,134,20,130,26,NONE,,27.0,59,40.5,732,757,8223,342.6,5.71,84,94.5,0,0,8223,0,0.0,100.0,1.46,"W001° 15' 5.9148""","N51° 45' 55.1568""",83,63,0.2,0,0.65,0.7,1.35,0.48,0.26,1.82,1,0,0,,60,00:16:36,45.9,3.58,1244,1002,0,72,0,10,False,29,2.29,68,29
997.0,40.0,1.694,67.76,1629,933.9963939,1449.1320021,1.55,322.4,45.2,69.6,44.8,10.74,3.1,112,8.3,19.03,2.67,18.48,3.56,20.9,0.07,135,19,131,25,NONE,,27.0,59,40.6,732,757,7541,314.2,5.24,84,86.7,0,0,7541,0,0.0,100.0,1.55,"W001° 15' 5.9172""","N51° 45' 55.1616""",83,62,0.2,0,0.7,0.8,1.5,0.47,0.29,1.831,1,0,0,,60,00:16:37,44.5,3.22,1244,1002,0,72,0,10,False,32,2.42,68,28
999.0,40.54,1.793,72.689,1813,925.1793296,1516.4926305,1.64,343.3,46.7,75.5,46.1,10.63,3.0,111,8.3,19.15,2.6,18.6,3.53,20.9,0.07,136,18,132,25,NONE,,27.0,59,40.6,733,757,7598,316.6,5.28,84,87.3,0,0,7598,0,0.0,100.0,1.64,"W001° 15' 5.9208""","N51° 45' 55.1592""",84,62,0.2,0,0.7,0.78,1.48,0.47,0.3,1.861,2,0,0,,60,00:16:39,40.5,3.19,1248,1002,0,72,0,10,False,32,2.56,69,28
1000.0,41.67,1.573,65.542,1537,857.2629906,1440.4455115,1.68,300.2,43.1,73.1,43.5,9.85,2.8,111,7.7,19.08,2.74,18.56,3.63,20.9,0.07,136,19,132,26,NONE,,27.0,59,40.6,733,757,7096,295.7,4.93,84,81.6,0,0,7096,0,0.0,100.0,1.68,"W001° 15' 5.9322""","N51° 45' 55.1508""",84,62,0.3,0,0.67,0.77,1.44,0.47,0.28,1.817,1,0,0,,60,00:16:40,46.3,1.97,1250,1002,0,72,0,10,False,32,2.35,69,29
1002.0,30.3,0.876,26.545,1147,402.6460721,645.6927909,1.6,164.9,26.5,60.7,37.8,4.63,1.3,113,3.6,18.82,3.03,18.18,3.97,20.9,0.07,134,21,129,28,NONE,,27.0,59,40.6,733,757,3284,136.8,2.28,84,37.7,0,0,3284,0,0.0,100.0,1.6,"W001° 15' 5.937""","N51° 45' 55.1466""",84,62,0.3,0,1.15,0.83,1.98,0.58,0.22,1.424,2,0,0,,60,00:16:42,78.3,0.93,1258,1002,0,72,0,10,False,32,0.76,67,31
1006.0,35.93,0.219,7.868,1116,10.0349081,42.7950074,4.26,45.2,1.6,533.5,125.1,0.12,0.0,112,0.1,20.64,0.73,20.34,1.0,20.9,0.07,147,5,144,7,NONE,,27.0,59,40.6,733,757,124,5.2,0.09,84,1.4,0,0,124,0,0.0,100.0,4.26,"W001° 15' 5.931""","N51° 45' 55.1478""",84,63,0.2,0,0.59,1.08,1.67,0.35,0.24,0.896,4,0,0,,60,00:16:46,93.6,0.03,1258,1002,0,72,0,10,False,32,0.37,68,12
